"Country","Code","Year","Traditional biofuels","Other renewables (modern biofuels, geothermal, wave & tidal)","Wind","Solar PV","Hydropower"
"Egypt","EGY","1988","","0.0","0.0","0.0",""
"Egypt","EGY","1989","","0.0","0.0","0.0",""
"Egypt","EGY","1990","","0.0","0.0","0.0",""
"Egypt","EGY","1991","","0.0","0.0","0.0",""
"Egypt","EGY","1992","","0.0","0.0","0.0",""
"Egypt","EGY","1993","","0.0","0.0","0.0",""
"Egypt","EGY","1994","","0.0","0.0","0.0",""
"Egypt","EGY","1995","","0.0","0.0","0.0",""
"Egypt","EGY","1996","","0.0","0.0","0.0",""
"Egypt","EGY","1997","","0.0","0.0","0.0",""
"Egypt","EGY","1998","","0.0","0.0","0.0",""
"Egypt","EGY","1999","","0.0","0.024","0.0",""
"Egypt","EGY","2000","","0.0","0.13699999999999998","0.0",""
"Egypt","EGY","2001","","0.0","0.221","0.0",""
"Egypt","EGY","2002","","0.0","0.204","0.0",""
"Egypt","EGY","2003","","0.0","0.368","0.0",""
"Egypt","EGY","2004","","0.0","0.523","0.0",""
"Egypt","EGY","2005","","0.0","0.552","0.0",""
"Egypt","EGY","2006","","0.0","0.616","0.0",""
"Egypt","EGY","2007","","0.0","0.831","0.0",""
"Egypt","EGY","2008","","0.0","0.9129999999999999","0.0017547945205479449",""
"Egypt","EGY","2009","","0.0","1.133","0.00175",""
"Egypt","EGY","2010","","0.0","1.4980000000000002","0.013999999999999999",""
"Egypt","EGY","2011","","0.0","1.524","0.02625",""
"Egypt","EGY","2012","","0.0","1.26","0.026321917808219183",""
"Egypt","EGY","2013","","0.0","1.287","0.02625",""
"Egypt","EGY","2014","","0.0","1.315","0.02625",""
"Egypt","EGY","2015","","0.0","1.882","0.035",""
"Egypt","EGY","2016","","0.0","2.547846575342465","0.056153424657534236",""
"Finland","FIN","1965","","0.0","0.0","0.0",""
"Finland","FIN","1966","","0.0","0.0","0.0",""
"Finland","FIN","1967","","0.0","0.0","0.0",""
"Finland","FIN","1968","","0.0","0.0","0.0",""
"Finland","FIN","1969","","0.0","0.0","0.0",""
"Finland","FIN","1970","","0.0","0.0","0.0",""
"Finland","FIN","1971","","0.0","0.0","0.0",""
"Finland","FIN","1972","","0.0","0.0","0.0",""
"Finland","FIN","1973","","0.0","0.0","0.0",""
"Finland","FIN","1974","","0.0","0.0","0.0",""
"Finland","FIN","1975","","0.0","0.0","0.0",""
"Finland","FIN","1976","","0.0","0.0","0.0",""
"Finland","FIN","1977","","0.0","0.0","0.0",""
"Finland","FIN","1978","","0.0","0.0","0.0",""
"Finland","FIN","1979","","0.0","0.0","0.0",""
"Finland","FIN","1980","","0.0","0.0","0.0",""
"Finland","FIN","1981","","0.0","0.0","0.0",""
"Finland","FIN","1982","","0.0","0.0","0.0",""
"Finland","FIN","1983","","0.0","0.0","0.0",""
"Finland","FIN","1984","","0.0","0.0","0.0",""
"Finland","FIN","1985","","0.0","0.0","0.0",""
"Finland","FIN","1986","","0.0","0.0","0.0",""
"Finland","FIN","1987","","0.0","0.0","0.0",""
"Finland","FIN","1988","","0.0","0.0","0.0",""
"Finland","FIN","1989","","0.0","0.0","0.0",""
"Finland","FIN","1990","","4.684210526315833","0.0","0.0",""
"Finland","FIN","1991","","4.824736842105275","0.0","0.001",""
"Finland","FIN","1992","","4.749789473684243","0.002","0.001",""
"Finland","FIN","1993","","5.742842105263177","0.004","0.001",""
"Finland","FIN","1994","","6.230000000000043","0.006999999999999999","0.001",""
"Finland","FIN","1995","","6.370526315789528","0.011000000000000001","0.001",""
"Finland","FIN","1996","","6.662821052631612","0.011000000000000001","0.001",""
"Finland","FIN","1997","","7.703652631578997","0.017","0.001",""
"Finland","FIN","1998","","8.497157894736883","0.023","0.001",""
"Finland","FIN","1999","","8.9599578947369","0.049","0.001",""
"Finland","FIN","2000","","8.589473684210569","0.077","0.002",""
"Finland","FIN","2001","","8.212631578947425","0.07","0.002",""
"Finland","FIN","2002","","8.932631578947417","0.063","0.002",""
"Finland","FIN","2003","","9.292631578947416","0.092","0.002",""
"Finland","FIN","2004","","10.370526315789556","0.12","0.002",""
"Finland","FIN","2005","","9.47894736842114","0.168","0.003",""
"Finland","FIN","2006","","10.757894736842168","0.153","0.003",""
"Finland","FIN","2007","","9.928421052631627","0.188","0.004",""
"Finland","FIN","2008","","10.377894736842162","0.261","0.004",""
"Finland","FIN","2009","","8.709473684210584","0.27699999999999997","0.004",""
"Finland","FIN","2010","","10.946315789473784","0.294","0.005",""
"Finland","FIN","2011","","11.145263157894824","0.48100000000000004","0.005",""
"Finland","FIN","2012","","11.101052631579018","0.494","0.005013698630136986",""
"Finland","FIN","2013","","11.93368421052642","0.774","0.006",""
"Finland","FIN","2014","","11.707368421052726","1.107","0.008",""
"Finland","FIN","2015","","11.317894736842177","2.327","0.01",""
"Finland","FIN","2016","","11.794547873684289","3.068","0.013461538459999998",""
"France","FRA","1965","","0.0","0.0","0.0",""
"France","FRA","1966","","0.39","0.0","0.0",""
"France","FRA","1967","","0.605","0.0","0.0",""
"France","FRA","1968","","0.9259999999999999","0.0","0.0",""
"France","FRA","1969","","1.067","0.0","0.0",""
"France","FRA","1970","","1.3702458","0.0","0.0",""
"France","FRA","1971","","1.3918224","0.0","0.0",""
"France","FRA","1972","","1.5151953000000002","0.0","0.0",""
"France","FRA","1973","","1.5500863999999999","0.0","0.0",""
"France","FRA","1974","","1.5770591999999999","0.0","0.0",""
"France","FRA","1975","","1.4158848999999998","0.0","0.0",""
"France","FRA","1976","","1.3329","0.0","0.0",""
"France","FRA","1977","","1.3745813999999998","0.0","0.0",""
"France","FRA","1978","","1.4183881","0.0","0.0",""
"France","FRA","1979","","1.4840102","0.0","0.0",""
"France","FRA","1980","","1.4710235","0.0","0.0",""
"France","FRA","1981","","1.4921525","0.0","0.0",""
"France","FRA","1982","","1.52734","0.0","0.0",""
"France","FRA","1983","","1.5587","0.0","0.0",""
"France","FRA","1984","","1.6223","0.0","0.0",""
"France","FRA","1985","","1.65215","0.0","0.0",""
"France","FRA","1986","","1.6628","0.0","0.0",""
"France","FRA","1987","","1.7506","0.0","0.0",""
"France","FRA","1988","","1.77325","0.0","0.0",""
"France","FRA","1989","","1.84145","0.0","0.0",""
"France","FRA","1990","","1.913","0.00027152599999999996","0.0",""
"France","FRA","1991","","2.102","0.000489604","0.0",""
"France","FRA","1992","","2.134","0.000489604","0.0014880000000000002",""
"France","FRA","1993","","1.974","0.00240218","0.0016829999999999998",""
"France","FRA","1994","","2.157","0.004704","0.0018785",""
"France","FRA","1995","","2.329","0.0047142","0.0020399999999999997",""
"France","FRA","1996","","2.423","0.0074302","0.0026503",""
"France","FRA","1997","","2.675","0.011128399999999998","0.0034068000000000006",""
"France","FRA","1998","","2.653","0.0194972","0.0040885",""
"France","FRA","1999","","2.853","0.03694443","0.0045475",""
"France","FRA","2000","","2.986","0.07736","0.00522325",""
"France","FRA","2001","","3.3339999999999996","0.1311","0.006160499999999999",""
"France","FRA","2002","","3.537","0.2691","0.00710345",""
"France","FRA","2003","","3.717","0.3912","0.0077673",""
"France","FRA","2004","","3.782","0.596","0.008447984",""
"France","FRA","2005","","3.872","0.9637700000000001","0.01050076",""
"France","FRA","2006","","3.841","2.1888799999999997","0.01190605",""
"France","FRA","2007","","4.216","4.14","0.017206",""
"France","FRA","2008","","4.436","5.71","0.041492",""
"France","FRA","2009","","4.578","7.855","0.162",""
"France","FRA","2010","","4.917","9.726","0.547",""
"France","FRA","2011","","5.478","12.075","2.068",""
"France","FRA","2012","","5.391","14.931","4.07",""
"France","FRA","2013","","5.188","15.940999999999999","4.66",""
"France","FRA","2014","","5.815","17.085402","5.941976",""
"France","FRA","2015","","6.409","21.112","7.433",""
"France","FRA","2016","","7.060762711864407","20.7","8.3",""
"Germany","DEU","1965","","0.0","0.0","0.0",""
"Germany","DEU","1966","","0.0","0.0","0.0",""
"Germany","DEU","1967","","0.0","0.0","0.0",""
"Germany","DEU","1968","","0.0","0.0","0.0",""
"Germany","DEU","1969","","0.0","0.0","0.0",""
"Germany","DEU","1970","","0.9200201613","0.0","0.0",""
"Germany","DEU","1971","","1.0010282259999999","0.0","0.0",""
"Germany","DEU","1972","","1.01874874","0.0","0.0",""
"Germany","DEU","1973","","1.0531048390000002","0.0","0.0",""
"Germany","DEU","1974","","1.07625","0.0","0.0",""
"Germany","DEU","1975","","1.124710181","0.0","0.0",""
"Germany","DEU","1976","","1.277685232","0.0","0.0",""
"Germany","DEU","1977","","1.2465839209999998","0.0","0.0",""
"Germany","DEU","1978","","1.317465978","0.0","0.0",""
"Germany","DEU","1979","","1.443317792","0.0","0.0",""
"Germany","DEU","1980","","1.96625378","0.0","0.0",""
"Germany","DEU","1981","","1.804237651","0.0","0.0",""
"Germany","DEU","1982","","1.798813004","0.0","0.0",""
"Germany","DEU","1983","","1.540238155","0.0","0.0",""
"Germany","DEU","1984","","1.6429448080000002","0.0","0.0",""
"Germany","DEU","1985","","1.6440297380000002","0.0","0.0",""
"Germany","DEU","1986","","1.5955695559999998","0.001","0.0",""
"Germany","DEU","1987","","1.445849294","0.002","0.0",""
"Germany","DEU","1988","","1.637881804","0.008","0.0",""
"Germany","DEU","1989","","1.749267893","0.026000000000000002","0.0",""
"Germany","DEU","1990","","1.435","0.071","0.001",""
"Germany","DEU","1991","","1.4709999999999999","0.1","0.001",""
"Germany","DEU","1992","","1.558","0.275","0.004",""
"Germany","DEU","1993","","1.635","0.6","0.003",""
"Germany","DEU","1994","","1.875","0.909","0.006999999999999999",""
"Germany","DEU","1995","","2.01","1.5","0.006999999999999999",""
"Germany","DEU","1996","","2.0980000000000003","2.032","0.012",""
"Germany","DEU","1997","","2.273","2.966","0.018000000000000002",""
"Germany","DEU","1998","","3.2560000000000002","4.489","0.035",""
"Germany","DEU","1999","","3.585","5.528","0.03",""
"Germany","DEU","2000","","4.731","9.513","0.06",""
"Germany","DEU","2001","","5.2139999999999995","10.509","0.076",""
"Germany","DEU","2002","","6.047999999999999","15.786","0.162",""
"Germany","DEU","2003","","8.841000000000001","18.713","0.313",""
"Germany","DEU","2004","","10.4712","25.509","0.557",""
"Germany","DEU","2005","","14.3542","27.229","1.2819999999999998",""
"Germany","DEU","2006","","18.7004","30.71","2.22",""
"Germany","DEU","2007","","24.3634","39.713","3.075",""
"Germany","DEU","2008","","27.809600000000003","40.574","4.42",""
"Germany","DEU","2009","","30.6498","38.648","6.582999999999999",""
"Germany","DEU","2010","","33.9527","37.795","11.729000000000001",""
"Germany","DEU","2011","","36.9098","48.891000000000005","19.599",""
"Germany","DEU","2012","","43.2414","50.681000000000004","26.38",""
"Germany","DEU","2013","","45.607","51.721000000000004","31.01",""
"Germany","DEU","2014","","48.398999999999994","57.379","36.056",""
"Germany","DEU","2015","","50.455","79.206","38.726",""
"Germany","DEU","2016","","51.75100000000001","77.4","38.2",""
"Greece","GRC","1965","","0.0","0.0","0.0",""
"Greece","GRC","1966","","0.0","0.0","0.0",""
"Greece","GRC","1967","","0.0","0.0","0.0",""
"Greece","GRC","1968","","0.0","0.0","0.0",""
"Greece","GRC","1969","","0.0","0.0","0.0",""
"Greece","GRC","1970","","0.0","0.0","0.0",""
"Greece","GRC","1971","","0.0","0.0","0.0",""
"Greece","GRC","1972","","0.0","0.0","0.0",""
"Greece","GRC","1973","","0.0","0.0","0.0",""
"Greece","GRC","1974","","0.0","0.0","0.0",""
"Greece","GRC","1975","","0.0","0.0","0.0",""
"Greece","GRC","1976","","0.0","0.0","0.0",""
"Greece","GRC","1977","","0.0","0.0","0.0",""
"Greece","GRC","1978","","0.0","0.0","0.0",""
"Greece","GRC","1979","","0.0","0.0","0.0",""
"Greece","GRC","1980","","0.0","0.0","0.0",""
"Greece","GRC","1981","","0.0","0.0","0.0",""
"Greece","GRC","1982","","0.0","0.0","0.0",""
"Greece","GRC","1983","","0.0","0.0","0.0",""
"Greece","GRC","1984","","0.0","0.0","0.0",""
"Greece","GRC","1985","","0.0","0.0","0.0",""
"Greece","GRC","1986","","0.0","0.0","0.0",""
"Greece","GRC","1987","","0.0","0.001","0.0",""
"Greece","GRC","1988","","0.0","0.001","0.0",""
"Greece","GRC","1989","","0.0","0.001","0.0",""
"Greece","GRC","1990","","0.0","0.002","0.0",""
"Greece","GRC","1991","","0.0","0.002","0.0",""
"Greece","GRC","1992","","0.001","0.008","0.0",""
"Greece","GRC","1993","","0.001","0.047","0.0",""
"Greece","GRC","1994","","0.001","0.037000000000000005","0.0",""
"Greece","GRC","1995","","0.001","0.034","0.0",""
"Greece","GRC","1996","","0.0","0.036000000000000004","0.0",""
"Greece","GRC","1997","","0.0","0.037000000000000005","0.0",""
"Greece","GRC","1998","","0.0","0.073","0.0",""
"Greece","GRC","1999","","0.001","0.162","0.0",""
"Greece","GRC","2000","","0.0","0.451","0.0",""
"Greece","GRC","2001","","0.079","0.7559999999999999","0.0",""
"Greece","GRC","2002","","0.126","0.6509999999999999","0.0",""
"Greece","GRC","2003","","0.105","1.021","0.0",""
"Greece","GRC","2004","","0.12300000000000001","1.121","0.001",""
"Greece","GRC","2005","","0.122","1.266","0.001",""
"Greece","GRC","2006","","0.114","1.699","0.001",""
"Greece","GRC","2007","","0.184","1.818","0.001",""
"Greece","GRC","2008","","0.191","2.242","0.005",""
"Greece","GRC","2009","","0.218","2.543","0.05",""
"Greece","GRC","2010","","0.19","2.714","0.158",""
"Greece","GRC","2011","","0.207","3.315","0.61",""
"Greece","GRC","2012","","0.204","3.85","1.694",""
"Greece","GRC","2013","","0.21600000000000003","4.138999999999999","3.648",""
"Greece","GRC","2014","","0.22","3.6889999999999996","3.792",""
"Greece","GRC","2015","","0.231","4.621","3.9",""
"Greece","GRC","2016","","0.2346354","4.966533","3.9862300000000004",""
"Hong Kong","HKG","1965","","0.0","0.0","0.0",""
"Hong Kong","HKG","1966","","0.0","0.0","0.0",""
"Hong Kong","HKG","1967","","0.0","0.0","0.0",""
"Hong Kong","HKG","1968","","0.0","0.0","0.0",""
"Hong Kong","HKG","1969","","0.0","0.0","0.0",""
"Hong Kong","HKG","1970","","0.0","0.0","0.0",""
"Hong Kong","HKG","1971","","0.0","0.0","0.0",""
"Hong Kong","HKG","1972","","0.0","0.0","0.0",""
"Hong Kong","HKG","1973","","0.0","0.0","0.0",""
"Hong Kong","HKG","1974","","0.0","0.0","0.0",""
"Hong Kong","HKG","1975","","0.0","0.0","0.0",""
"Hong Kong","HKG","1976","","0.0","0.0","0.0",""
"Hong Kong","HKG","1977","","0.0","0.0","0.0",""
"Hong Kong","HKG","1978","","0.0","0.0","0.0",""
"Hong Kong","HKG","1979","","0.0","0.0","0.0",""
"Hong Kong","HKG","1980","","0.0","0.0","0.0",""
"Hong Kong","HKG","1981","","0.0","0.0","0.0",""
"Hong Kong","HKG","1982","","0.0","0.0","0.0",""
"Hong Kong","HKG","1983","","0.0","0.0","0.0",""
"Hong Kong","HKG","1984","","0.0","0.0","0.0",""
"Hong Kong","HKG","1985","","0.0","0.0","0.0",""
"Hong Kong","HKG","1986","","0.0","0.0","0.0",""
"Hong Kong","HKG","1987","","0.0","0.0","0.0",""
"Hong Kong","HKG","1988","","0.0","0.0","0.0",""
"Hong Kong","HKG","1989","","0.0","0.0","0.0",""
"Hong Kong","HKG","1990","","0.0","0.0","0.0",""
"Hong Kong","HKG","1991","","0.0","0.0","0.0",""
"Hong Kong","HKG","1992","","0.0","0.0","0.0",""
"Hong Kong","HKG","1993","","0.0","0.0","0.0",""
"Hong Kong","HKG","1994","","0.0","0.0","0.0",""
"Hong Kong","HKG","1995","","0.0","0.0","0.0",""
"Hong Kong","HKG","1996","","0.0","0.0","0.0",""
"Hong Kong","HKG","1997","","0.0","0.0","0.0",""
"Hong Kong","HKG","1998","","0.0","0.0","0.0",""
"Hong Kong","HKG","1999","","0.0","0.0","0.0",""
"Hong Kong","HKG","2000","","0.0","0.0","0.0",""
"Hong Kong","HKG","2001","","0.0","0.0","0.0",""
"Hong Kong","HKG","2002","","0.0","0.0","0.0",""
"Hong Kong","HKG","2003","","0.0","0.0","0.0",""
"Hong Kong","HKG","2004","","0.0","0.0","0.0",""
"Hong Kong","HKG","2005","","0.0","0.0","0.0",""
"Hong Kong","HKG","2006","","0.0","0.0006940000000000001","0.0",""
"Hong Kong","HKG","2007","","0.0","0.000865","0.0",""
"Hong Kong","HKG","2008","","0.0","0.000807","0.0",""
"Hong Kong","HKG","2009","","0.0","0.001099","0.0",""
"Hong Kong","HKG","2010","","0.092","0.001041","0.00035",""
"Hong Kong","HKG","2011","","0.078","0.000868","0.000691",""
"Hong Kong","HKG","2012","","0.08900000000000001","0.001053","0.0008539999999999999",""
"Hong Kong","HKG","2013","","0.092","0.0008359999999999999","0.001112",""
"Hong Kong","HKG","2014","","0.096","0.0009","0.001102",""
"Hong Kong","HKG","2015","","0.096","0.000811","0.00103",""
"Hong Kong","HKG","2016","","0.09626301369863012","0.000492","0.0009789999999999998",""
"Hungary","HUN","1965","","0.0","0.0","0.0",""
"Hungary","HUN","1966","","0.0","0.0","0.0",""
"Hungary","HUN","1967","","0.0","0.0","0.0",""
"Hungary","HUN","1968","","0.0","0.0","0.0",""
"Hungary","HUN","1969","","0.0","0.0","0.0",""
"Hungary","HUN","1970","","0.0","0.0","0.0",""
"Hungary","HUN","1971","","0.0","0.0","0.0",""
"Hungary","HUN","1972","","0.0","0.0","0.0",""
"Hungary","HUN","1973","","0.0","0.0","0.0",""
"Hungary","HUN","1974","","0.0","0.0","0.0",""
"Hungary","HUN","1975","","0.0","0.0","0.0",""
"Hungary","HUN","1976","","0.0","0.0","0.0",""
"Hungary","HUN","1977","","0.0","0.0","0.0",""
"Hungary","HUN","1978","","0.0","0.0","0.0",""
"Hungary","HUN","1979","","0.0","0.0","0.0",""
"Hungary","HUN","1980","","0.0","0.0","0.0",""
"Hungary","HUN","1981","","0.0","0.0","0.0",""
"Hungary","HUN","1982","","0.0","0.0","0.0",""
"Hungary","HUN","1983","","0.0","0.0","0.0",""
"Hungary","HUN","1984","","0.0","0.0","0.0",""
"Hungary","HUN","1985","","0.0","0.0","0.0",""
"Hungary","HUN","1986","","0.0","0.0","0.0",""
"Hungary","HUN","1987","","0.0","0.0","0.0",""
"Hungary","HUN","1988","","0.0","0.0","0.0",""
"Hungary","HUN","1989","","0.0","0.0","0.0",""
"Hungary","HUN","1990","","0.0","0.0","0.0",""
"Hungary","HUN","1991","","0.0","0.0","0.0",""
"Hungary","HUN","1992","","0.0","0.0","0.0",""
"Hungary","HUN","1993","","0.0","0.0","0.0",""
"Hungary","HUN","1994","","0.0","0.0","0.0",""
"Hungary","HUN","1995","","0.008","0.0","0.0",""
"Hungary","HUN","1996","","0.008","0.0","0.0",""
"Hungary","HUN","1997","","0.01","0.0","0.0",""
"Hungary","HUN","1998","","0.006999999999999999","0.0","0.0",""
"Hungary","HUN","1999","","0.009000000000000001","0.0","0.0",""
"Hungary","HUN","2000","","0.01","0.0","0.0",""
"Hungary","HUN","2001","","0.013999999999999999","0.001","0.0",""
"Hungary","HUN","2002","","0.012","0.001","0.0",""
"Hungary","HUN","2003","","0.127","0.004","0.0",""
"Hungary","HUN","2004","","0.7","0.006","0.0",""
"Hungary","HUN","2005","","1.599","0.01","0.0",""
"Hungary","HUN","2006","","1.171","0.043","0.0",""
"Hungary","HUN","2007","","1.421","0.11","0.0",""
"Hungary","HUN","2008","","1.829","0.205","0.001",""
"Hungary","HUN","2009","","2.2230000000000003","0.331","0.001",""
"Hungary","HUN","2010","","2.2969999999999997","0.527","0.001",""
"Hungary","HUN","2011","","1.859","0.626","0.001",""
"Hungary","HUN","2012","","1.655","0.771181","0.008",""
"Hungary","HUN","2013","","1.8319999999999999","0.717905","0.025",""
"Hungary","HUN","2014","","2.126","0.65654","0.055999999999999994",""
"Hungary","HUN","2015","","2.161","0.693","0.12300000000000001",""
"Hungary","HUN","2016","","2.569977","0.6888626865671641","0.1978425943528096",""
"India","IND","1965","","0.0","0.0","0.0",""
"India","IND","1966","","0.0","0.0","0.0",""
"India","IND","1967","","0.0","0.0","0.0",""
"India","IND","1968","","0.0","0.0","0.0",""
"India","IND","1969","","0.0","0.0","0.0",""
"India","IND","1970","","0.0","0.0","0.0",""
"India","IND","1971","","0.0","0.0","0.0",""
"India","IND","1972","","0.0","0.0","0.0",""
"India","IND","1973","","0.0","0.0","0.0",""
"India","IND","1974","","0.0","0.0","0.0",""
"India","IND","1975","","0.0","0.0","0.0",""
"India","IND","1976","","0.0","0.0","0.0",""
"India","IND","1977","","0.0","0.0","0.0",""
"India","IND","1978","","0.0","0.0","0.0",""
"India","IND","1979","","0.0","0.0","0.0",""
"India","IND","1980","","0.0","0.0","0.0",""
"India","IND","1981","","0.0","0.0","0.0",""
"India","IND","1982","","0.0","0.0","0.0",""
"India","IND","1983","","0.0","0.0","0.0",""
"India","IND","1984","","0.0","0.0","0.0",""
"India","IND","1985","","0.0","0.0","0.0",""
"India","IND","1986","","0.0","0.0","0.0",""
"India","IND","1987","","0.0","0.0","0.0",""
"India","IND","1988","","0.0","0.0","0.0",""
"India","IND","1989","","0.0","0.0","0.0",""
"India","IND","1990","","0.037586336336336325","0.030303030303029943","0.0",""
"India","IND","1991","","0.0950713213213213","0.11291","0.0",""
"India","IND","1992","","0.11939189189189188","0.08847000000000001","0.0",""
"India","IND","1993","","0.25204954954954945","0.09477000000000001","0.0",""
"India","IND","1994","","0.3802852852852852","0.19128","0.0",""
"India","IND","1995","","0.5637950450450451","0.49646999999999997","0.0010101010101009982",""
"India","IND","1996","","0.7561486486486484","0.8783799999999999","0.0060606060606059895",""
"India","IND","1997","","0.9816666666666664","0.988","0.0060606060606059895",""
"India","IND","1998","","1.2925277777777773","1.079","0.0060606060606059895",""
"India","IND","1999","","1.6860788288288286","1.446","0.0060606060606059895",""
"India","IND","2000","","1.6860788288288286","1.5819999999999999","0.007070707070706988",""
"India","IND","2001","","2.069149924924925","2.085","0.01111111111111098",""
"India","IND","2002","","2.139900675675676","2.085","0.013131313131312976",""
"India","IND","2003","","2.7125395645645645","2.60448","0.016161616161615967",""
"India","IND","2004","","3.314363138138138","5.22543","0.01818181818181797",""
"India","IND","2005","","4.035136411411412","5.9910000000000005","0.01818181818181797",""
"India","IND","2006","","5.0437768018018","9.547","0.01818181818181797",""
"India","IND","2007","","6.220008033033032","11.413","0.01818181818181797",""
"India","IND","2008","","7.747339864864863","13.334000000000001","0.01919191919191896",""
"India","IND","2009","","9.726592117117118","18.187","0.030303030303029943",""
"India","IND","2010","","11.78","19.657","0.2543125",""
"India","IND","2011","","13.96","24.531","0.535015",""
"India","IND","2012","","14.396431178082194","30.115","1.35059577739726",""
"India","IND","2013","","14.79352784474886","33.583","2.840703125",""
"India","IND","2014","","15.15129","33.32370452914798","4.372875",""
"India","IND","2015","","16.880985","32.74138","6.5663800000000005",""
"India","IND","2016","","16.02966448533771","44.801650836411724","11.939144023350206",""
"Indonesia","IDN","1965","","0.0","0.0","0.0",""
"Indonesia","IDN","1966","","0.0","0.0","0.0",""
"Indonesia","IDN","1967","","0.0","0.0","0.0",""
"Indonesia","IDN","1968","","0.0","0.0","0.0",""
"Indonesia","IDN","1969","","0.0","0.0","0.0",""
"Indonesia","IDN","1970","","0.0","0.0","0.0",""
"Indonesia","IDN","1971","","0.0","0.0","0.0",""
"Indonesia","IDN","1972","","0.0","0.0","0.0",""
"Indonesia","IDN","1973","","0.0","0.0","0.0",""
"Indonesia","IDN","1974","","0.0","0.0","0.0",""
"Indonesia","IDN","1975","","0.0","0.0","0.0",""
"Indonesia","IDN","1976","","0.0","0.0","0.0",""
"Indonesia","IDN","1977","","0.0","0.0","0.0",""
"Indonesia","IDN","1978","","0.0","0.0","0.0",""
"Indonesia","IDN","1979","","0.0","0.0","0.0",""
"Indonesia","IDN","1980","","0.0","0.0","0.0",""
"Indonesia","IDN","1981","","0.0","0.0","0.0",""
"Indonesia","IDN","1982","","0.0","0.0","0.0",""
"Indonesia","IDN","1983","","0.0","0.0","0.0",""
"Indonesia","IDN","1984","","0.0","0.0","0.0",""
"Indonesia","IDN","1985","","0.0","0.0","0.0",""
"Indonesia","IDN","1986","","0.0","0.0","0.0",""
"Indonesia","IDN","1987","","0.0","0.0","0.0",""
"Indonesia","IDN","1988","","0.0","0.0","0.0",""
"Indonesia","IDN","1989","","0.0","0.0","0.0",""
"Indonesia","IDN","1990","","1.1292631578947432","0.0","0.0",""
"Indonesia","IDN","1991","","1.0534736842105357","0.0","0.0",""
"Indonesia","IDN","1992","","1.0882105263157948","0.0","0.0",""
"Indonesia","IDN","1993","","1.0945263157894796","0.0","0.0",""
"Indonesia","IDN","1994","","1.6053526315789581","0.0","0.0",""
"Indonesia","IDN","1995","","2.2155263157894893","0.0","0.0",""
"Indonesia","IDN","1996","","2.3450000000000153","0.0","0.0",""
"Indonesia","IDN","1997","","2.7702631578947563","0.0","0.0",""
"Indonesia","IDN","1998","","3.84394736842108","0.0","0.0",""
"Indonesia","IDN","1999","","3.8986842105263437","0.0","0.0",""
"Indonesia","IDN","2000","","4.875","0.0","0.0",""
"Indonesia","IDN","2001","","6.039","0.0","0.0",""
"Indonesia","IDN","2002","","6.2490000000000006","0.0","0.0",""
"Indonesia","IDN","2003","","6.308999999999998","0.0","0.0",""
"Indonesia","IDN","2004","","6.675999999999998","0.0","0.0",""
"Indonesia","IDN","2005","","6.626","0.0","0.0",""
"Indonesia","IDN","2006","","6.6903500000000005","0.0","0.0",""
"Indonesia","IDN","2007","","7.057","2e-05","0.0",""
"Indonesia","IDN","2008","","8.356","0.00027","0.00037",""
"Indonesia","IDN","2009","","9.357999999999999","0.00367","0.0001",""
"Indonesia","IDN","2010","","9.452","0.003636","0.00053",""
"Indonesia","IDN","2011","","9.57243","0.004690000000000001","0.0007700000000000001",""
"Indonesia","IDN","2012","","9.67043","0.00461","0.00301",""
"Indonesia","IDN","2013","","9.66168","0.0014","0.00559",""
"Indonesia","IDN","2014","","10.260035","0.0019","0.010759999999999999",""
"Indonesia","IDN","2015","","10.50095","0.0037","0.01878",""
"Indonesia","IDN","2016","","11.19488667034756","0.01484054795","0.09336616731094012",""
"Iran","IRN","1965","","0.0","0.0","0.0",""
"Iran","IRN","1966","","0.0","0.0","0.0",""
"Iran","IRN","1967","","0.0","0.0","0.0",""
"Iran","IRN","1968","","0.0","0.0","0.0",""
"Iran","IRN","1969","","0.0","0.0","0.0",""
"Iran","IRN","1970","","0.0","0.0","0.0",""
"Iran","IRN","1971","","0.0","0.0","0.0",""
"Iran","IRN","1972","","0.0","0.0","0.0",""
"Iran","IRN","1973","","0.0","0.0","0.0",""
"Iran","IRN","1974","","0.0","0.0","0.0",""
"Iran","IRN","1975","","0.0","0.0","0.0",""
"Iran","IRN","1976","","0.0","0.0","0.0",""
"Iran","IRN","1977","","0.0","0.0","0.0",""
"Iran","IRN","1978","","0.0","0.0","0.0",""
"Iran","IRN","1979","","0.0","0.0","0.0",""
"Iran","IRN","1980","","0.0","0.0","0.0",""
"Iran","IRN","1981","","0.0","0.0","0.0",""
"Iran","IRN","1982","","0.0","0.0","0.0",""
"Iran","IRN","1983","","0.0","0.0","0.0",""
"Iran","IRN","1984","","0.0","0.0","0.0",""
"Iran","IRN","1985","","0.0","0.0","0.0",""
"Iran","IRN","1986","","0.0","0.0","0.0",""
"Iran","IRN","1987","","0.0","0.0","0.0",""
"Iran","IRN","1988","","0.0","0.0","0.0",""
"Iran","IRN","1989","","0.0","0.0","0.0",""
"Iran","IRN","1990","","0.0","0.0","0.0",""
"Iran","IRN","1991","","0.0","0.0","0.0",""
"Iran","IRN","1992","","0.0","0.0","0.0",""
"Iran","IRN","1993","","0.0","0.0","0.0",""
"Iran","IRN","1994","","0.0","0.0","0.0",""
